# lon lat
7.5346208 51.4403119
7.5346635 51.4403485
7.5348494 51.4407638
7.5348957 51.4408676
7.5351408 51.4413821
7.5351774 51.4414784
7.5353311 51.441907
7.5355143 51.4424382
7.5355559 51.4425562
7.5356072 51.4427002
7.5356997 51.4429596
7.5357369 51.4430761
7.535761 51.4431517
7.5357667 51.443169
7.5358122 51.4433112
7.5358444 51.443502
7.5358689 51.4436478
7.5358827 51.443695
7.5359015 51.4437589
7.5359859 51.4440486
7.5360256 51.4441822
7.5361478 51.4444706
7.5362426 51.4446944
7.5363421 51.4449694
7.536358 51.4450132
7.5363896 51.4451008
7.5364388 51.4452365
7.5364482 51.4452626
7.536456 51.4452799
7.5364932 51.4453575
7.5368183 51.446036
7.5369359 51.446229
7.5371251 51.4465393
7.5373913 51.4469498
7.5374327 51.4469668
7.5374845 51.447012
7.5374973 51.4470325
7.5375253 51.4470748
7.5375687 51.4471443
7.5375767 51.447157
7.5377136 51.4473712
7.537725 51.447389
7.5379169 51.4477595
7.5380476 51.4479754
7.5382566 51.4482566
7.538284 51.4482933
7.5383418 51.4484018
7.5386854 51.4487874
7.538727 51.4488294
7.538772 51.4488747
7.5388278 51.448931
7.5388692 51.4489727
7.5394968 51.449612
7.5400214 51.450033
7.5401266 51.4501141
7.5405407 51.4504335
7.5410989 51.4508325
7.5411708 51.4508881
7.5415142 51.4511266
7.5419418 51.4514342
7.5419627 51.4514263
7.5419901 51.451425
7.5420109 51.4514351
7.5426839 51.4518039
7.5433489 51.4521576
7.543832 51.452396
7.5440728 51.4525148
7.5442002 51.4525814
7.5445529 51.4527661
7.5447689 51.4529689
7.5453757 51.4532482
7.5454384 51.4532365
7.5454716 51.4532418
7.5454941 51.4532455
7.5455323 51.4532517
7.5455786 51.4532592
7.5457959 51.4533227
7.5458949 51.453352
7.5460892 51.4534095
7.5464684 51.4534985
7.5464978 51.4535043
7.5470264 51.4536066
7.5473511 51.4536802
7.5482365 51.4539155
7.5490572 51.4541228
7.5498135 51.4543187
7.5498519 51.4543286
7.5519998 51.4549098
7.5522847 51.4549869
7.5524889 51.4550421
7.5525918 51.4550699
7.552705 51.4551005
7.5527438 51.455111
7.5527938 51.4551244
7.5524637 51.4551895
7.5522802 51.4552499
7.5517007 51.4554405
7.5516749 51.4554507
7.5513882 51.4555821
7.5512417 51.4556814
7.5511954 51.4557156
7.5511591 51.455697
7.5508637 51.4559234
7.5507377 51.4559982
7.5503982 51.4563435
7.5499671 51.4567952
7.5498131 51.4569856
7.5495438 51.4573843
7.5495951 51.4574317
7.5494639 51.4575589
7.5494392 51.4575829
7.5494302 51.457665
7.5492065 51.4577653
7.5490505 51.4578098
7.5490035 51.4578613
7.5488506 51.4578963
7.5487594 51.4579683
7.5485753 51.4579782
7.5482705 51.4581813
7.5480721 51.4582236
7.5477986 51.4583345
7.5477499 51.458421
7.5476333 51.4584898
7.5475039 51.458535
7.5471849 51.4586548
7.5469705 51.4587301
7.5469088 51.458752
7.5466144 51.458785
7.5465528 51.458852
7.5465003 51.4590058
7.546459 51.4590727
7.5463265 51.4592024
7.5463391 51.4592279
7.546368 51.4592871
7.5462992 51.4593784
7.546238 51.4594597
7.5461279 51.4596057
7.5457993 51.4597107
7.5452112 51.4598986
7.5449721 51.4599855
7.5449311 51.4603558
7.5449205 51.4604513
7.5448329 51.4608149
7.5446547 51.4607666
7.5445119 51.4607301
7.5443372 51.4606855
7.5436977 51.4605993
7.5435849 51.4605974
7.5434371 51.4605955
7.5431319 51.4606292
7.543037 51.460666
7.5427198 51.4607889
7.5425877 51.4608487
7.5424479 51.4609905
7.5424172 51.4610209
7.5424257 51.4610432
7.5424381 51.4610775
7.5424998 51.4612487
7.5425231 51.461371
7.5425626 51.4615835
7.5426778 51.4618079
7.5428026 51.4620508
7.5428554 51.4622127
7.5429234 51.4624213
7.5429308 51.4624439
7.5429526 51.4625106
7.543023 51.4626084
7.5431467 51.4627801
7.5432181 51.4628843
7.5432789 51.4629837
7.5433813 51.4631508
7.5434448 51.4632547
7.5434845 51.4633093
7.5435976 51.4634647
7.5438795 51.4636317
7.5439863 51.463695
7.544304 51.4638453
7.5444498 51.4639141
7.5446421 51.4640051
7.5448175 51.4640881
7.544993 51.4641711
7.5450111 51.4641796
7.5452169 51.4643045
7.545416 51.4644254
7.5456623 51.4645131
7.5456836 51.4645207
7.5459316 51.464609
7.5460071 51.4646895
7.5460798 51.4648258
7.5458957 51.4649643
7.5458626 51.4651707
7.5458536 51.465299
7.5459027 51.4654336
7.5459725 51.4655619
7.5459469 51.4658485
7.5459587 51.46608
7.545995 51.4663328
7.5461607 51.4665127
7.5461844 51.4665229
7.5471045 51.466919
7.5489782 51.4673926
7.5514336 51.4686398
7.5517666 51.468624
7.5519875 51.4686205
7.5522942 51.4687447
7.5526334 51.4689536
7.5528195 51.4690667
7.5533588 51.4693415
7.5535477 51.4694089
7.5535887 51.469421
7.5538655 51.4695025
7.5549831 51.4697297
7.5550001 51.4697331
7.5550727 51.4697478
7.5551362 51.4697559
7.5561471 51.4698847
7.556257 51.4698987
7.5565378 51.4699345
7.5571953 51.4700178
7.5574702 51.4700527
7.5580438 51.4701255
7.5582709 51.4701545
7.5585545 51.4701905
7.5586351 51.4702008
7.5590923 51.4702589
7.5592266 51.4702761
7.5594112 51.4702995
7.5597234 51.4703393
7.559936 51.4703665
7.5601489 51.4703935
7.5603464 51.4704252
7.5603656 51.4704255
7.5604036 51.470426
7.5606578 51.4704543
7.5608808 51.470479
7.5612097 51.4705336
7.5613293 51.4705347
7.5614641 51.4705367
7.5615757 51.4705336
7.5615949 51.4705348
7.5616754 51.4705394
7.5618994 51.4706391
7.5621521 51.4707291
7.5626103 51.4708924
7.5628944 51.4709855
7.5630997 51.4710526
7.5633402 51.4711146
7.5634777 51.4711503
7.5636748 51.4712457
7.5638577 51.4712817
7.5639822 51.4713062
7.5642343 51.4714048
7.5643427 51.4714473
7.5645164 51.4715089
7.564683 51.471642
7.564886 51.4717509
7.5649304 51.4717746
7.565366 51.4720134
7.5653996 51.4720319
7.5656153 51.4722484
7.566025 51.4725813
7.5660413 51.4725609
7.5660487 51.4725515
7.5661207 51.4724606
7.5662029 51.472362
7.5663365 51.4722016
7.5665384 51.4721746
7.5665697 51.4721735
7.5667352 51.4721696
7.56679 51.4722035
7.5668743 51.4722614
7.5669161 51.4722879
7.5670878 51.4725011
7.567128 51.4725555
7.5672318 51.472696
7.5672123 51.4728014
7.5673045 51.4727621
7.5676618 51.4729353
7.568037 51.4731749
7.5686368 51.4734616
7.5689547 51.4737401
7.5689677 51.4737517
7.5700919 51.4744614
7.5701198 51.474479
7.5702137 51.4745211
7.570589 51.4746894
7.5710106 51.4748169
7.5714563 51.4748551
7.5715572 51.4748971
7.5715113 51.474946
7.5716511 51.4749664
7.5720271 51.4749304
7.5725131 51.474884
7.572842 51.4748315
7.5734108 51.4746504
7.5735189 51.4745659
7.5738607 51.4745085
7.5739238 51.4744574
7.5740996 51.4743152
7.5741302 51.4742778
7.5743252 51.4740397
7.5742821 51.4740298
7.57489 51.473473
7.5756931 51.472737
7.5761493 51.4722719
7.5762873 51.472084
7.5765574 51.4717165
7.5767414 51.4715027
7.5768591 51.4713662
7.5770823 51.4711233
7.5772077 51.4709869
7.5774463 51.4707435
7.5785065 51.4711256
7.5785453 51.4711396
7.5785628 51.4711448
7.5786335 51.4711663
7.5787554 51.4711981
7.5789802 51.4713104
7.5791438 51.471392
7.5792183 51.4714304
7.5792682 51.4714573
7.5793389 51.4714908
7.5794033 51.4715212
7.5796604 51.471356
7.5797238 51.471275
7.5798216 51.471151
7.5799264 51.4709525
7.5799726 51.47079
7.5801935 51.4705849
7.581252 51.4696081
7.5814767 51.4693521
7.5815511 51.4692402
7.5817658 51.4691113
7.5821095 51.4689848
7.582479 51.4689764
7.5825574 51.4689942
7.5827424 51.4689113
7.582775 51.4688967
7.5830329 51.4687813
7.5831085 51.4683797
7.5831161 51.4683394
7.583145 51.4676403
7.5831545 51.4674524
7.5831555 51.4674327
7.5831864 51.4671934
7.5832023 51.4668719
7.5831495 51.4663967
7.5831472 51.4660795
7.5830614 51.4660389
7.583031 51.4660236
7.5830922 51.4658027
7.5830925 51.4656824
7.5830927 51.4656058
7.5836776 51.4646617
7.5836964 51.4646503
7.5837553 51.4645548
7.5837937 51.4644925
7.5838325 51.4645097
7.5838944 51.464507
7.5839412 51.4645051
7.5843176 51.4647198
7.5843576 51.4647369
7.5844079 51.4647584
7.5843988 51.4643511
7.5844559 51.4643596
7.5847751 51.464407
7.5856927 51.4646365
7.5865107 51.4648623
7.5866569 51.4649053
7.5871717 51.4650565
7.5872901 51.4650913
7.5880827 51.465324
7.5888562 51.465578
7.5890236 51.4656401
7.5896134 51.4658593
7.5903724 51.4661386
7.5904934 51.4661911
7.5905219 51.4662036
7.5905642 51.4662219
7.5906213 51.4662467
7.5906685 51.4662673
7.5907594 51.4663068
7.5913964 51.4665823
7.5920317 51.4668571
7.5921315 51.4669003
7.5926558 51.467132
7.5927787 51.4671862
7.5934721 51.4675048
7.594121 51.4678023
7.5947387 51.4681073
7.5954951 51.4684809
7.5961405 51.4688116
7.5963815 51.4689592
7.5967634 51.4691932
7.5970672 51.4693949
7.5973182 51.4695615
7.5973768 51.4696005
7.5974762 51.4696662
7.5979497 51.4699797
7.5981446 51.4701222
7.5981634 51.470136
7.598654 51.4704944
7.5995532 51.4711634
7.599581 51.4711844
7.5996213 51.4712179
7.5996844 51.4712704
7.6001597 51.4717067
7.6002362 51.4717332
7.6002905 51.4717521
7.6009875 51.472367
7.6009952 51.4723771
7.6010373 51.4724246
7.6010712 51.4724629
7.601104 51.4724999
7.6011519 51.472554
7.6014412 51.4728117
7.601473 51.4728401
7.6015105 51.4728735
7.6018516 51.4731774
7.6021282 51.4734729
7.6021394 51.4734849
7.6022773 51.4736324
7.6023031 51.4736599
7.602324 51.4736822
7.602348 51.473708
7.6023755 51.4737373
7.6026535 51.4740345
7.6031072 51.4745195
7.60327 51.4746937
7.6034786 51.4749167
7.6035007 51.4749403
7.6035146 51.4749552
7.6040226 51.4754983
7.6043825 51.47596
7.604408 51.4759933
7.6044845 51.4760672
7.6047969 51.4763702
7.6054339 51.4769693
7.6059866 51.4774218
7.606261 51.4776176
7.606405 51.4777218
7.6065938 51.477857
7.6067337 51.4779565
7.6068188 51.4780739
7.6068257 51.4780833
7.6069042 51.4781334
7.6070704 51.4781698
7.6076478 51.4785602
7.6079063 51.4787251
7.6080684 51.4788261
7.6081806 51.4788961
7.6082014 51.4789083
7.6086081 51.4791515
7.6090517 51.4794169
7.6094573 51.4796319
7.6097621 51.4797663
7.6097016 51.479879
7.6096891 51.479902
7.6094854 51.4802812
7.6094484 51.4802364
7.6093154 51.4801178
7.6092538 51.4800763
7.6091969 51.4800495
7.6088607 51.4799169
7.6084596 51.4797456
7.6083409 51.4796949
7.608309 51.4797487
7.6082778 51.4798011
7.6082703 51.4798138
7.6082311 51.4798807
7.6081775 51.479972
7.607936 51.4803833
7.6075518 51.4810323
7.607032 51.4819103
7.6070001 51.4819643
7.6068952 51.4821414
7.6067601 51.4824009
7.6061747 51.4834126
7.6057843 51.4840651
7.6056041 51.4843658
7.6054269 51.4846597
7.6052719 51.4849173
7.6051951 51.4850449
7.6051858 51.4850591
7.6050596 51.4852686
7.604912 51.485519
7.6047892 51.4857385
7.6045204 51.4861574
7.6044386 51.4862838
7.6043319 51.4864593
7.603877 51.4872277
7.6037086 51.4875005
7.6035794 51.4877068
7.6033985 51.4880037
7.6031989 51.4883234
7.6030216 51.4886167
7.6029352 51.4887596
7.6028702 51.4888779
7.6028191 51.4889713
7.6027236 51.4891971
7.60266 51.4893471
7.6026111 51.4894721
7.602549 51.4896306
7.602383 51.49006
7.6022139 51.4904973
7.602137 51.4906748
7.6020748 51.4906807
7.6020289 51.4906254
7.6015944 51.4904946
7.6013758 51.490412
7.601149 51.4903259
7.6008719 51.490907
7.6008299 51.4909903
7.600119 51.4911381
7.5999869 51.491507
7.599979 51.491529
7.5997772 51.4920928
7.5995929 51.4926078
7.599549 51.4927304
7.5994504 51.4930057
7.5993301 51.4933416
7.599126 51.4939121
7.5989815 51.494316
7.5988404 51.49471
7.5986794 51.4951599
7.5986383 51.4951899
7.5985668 51.4952399
7.5985507 51.4952483
7.5983339 51.4953688
7.5981544 51.4954753
7.5978779 51.4956745
7.5978315 51.495708
7.5977843 51.4957421
7.5976715 51.4958482
7.5975923 51.4959224
7.5975254 51.4959854
7.5972765 51.495971
7.5972716 51.4959707
7.5963564 51.4959168
7.5962955 51.4959132
7.5963129 51.4959558
7.5963764 51.4959868
7.5964606 51.4960281
7.5965709 51.4960807
7.5971304 51.4963498
7.5972381 51.4963993
7.5976801 51.4966166
7.5977201 51.4966363
7.5977753 51.4966635
7.5978597 51.4967051
7.5979439 51.4967466
7.5980283 51.4967881
7.5981129 51.4968299
7.5981825 51.4968642
7.5980933 51.4972574
7.5980476 51.4974586
7.5980076 51.4976343
7.5979992 51.4976717
7.5979709 51.4977969
7.597899 51.4980835
7.5978561 51.4982875
7.5978322 51.4983855
7.5976503 51.4991937
7.597457 51.5000352
7.5973618 51.5004422
7.5973244 51.5006023
7.5973185 51.5006275
7.5973159 51.5006374
7.5973116 51.500706
7.5973049 51.5008156
7.5972746 51.5013041
7.5972723 51.5013398
7.5971515 51.5032874
7.5971437 51.5033601
7.5971406 51.5033887
7.5970752 51.5042615
7.5970486 51.5046161
7.5970422 51.5047014
7.5969823 51.5054987
7.5969777 51.5055616
7.5969676 51.5056963
7.5968714 51.5060611
7.5967495 51.5065229
7.5966594 51.5068638
7.5966145 51.5070337
7.5965834 51.5071512
7.5965166 51.5074045
7.596506 51.5074447
7.5964789 51.5075479
7.596475 51.507563
7.5964719 51.5075739
7.5964683 51.5075881
7.5969575 51.5076924
7.5969654 51.5076939
7.5972082 51.5077412
7.5975866 51.5078472
7.5978202 51.5079354
7.5979403 51.5079752
7.5981498 51.5080508
7.5988702 51.5083392
7.5996935 51.5086664
7.6004559 51.5089685
7.6012872 51.5092992
7.6018729 51.5095331
7.6021655 51.5096441
7.6022929 51.5096914
7.6022812 51.5097188
7.6051875 51.5108653
7.6052957 51.5109078
7.6053038 51.5108896
7.6064797 51.5113685
7.6065184 51.5113768
7.6068482 51.5115257
7.6068653 51.5115381
7.6071003 51.5116478
7.6071684 51.5116826
7.607245 51.5117187
7.6072475 51.5117063
7.6073269 51.5117474
7.6074804 51.5118219
7.6080435 51.5120953
7.6090836 51.5125913
7.6091219 51.5126047
7.6106423 51.5133222
7.6117911 51.5138652
7.6121896 51.5140627
7.6123417 51.5141243
7.6130335 51.514453
7.6134112 51.5146316
7.6139757 51.514896
