# lon lat
7.6141994 51.5149977
7.6142451 51.5150185
7.6144446 51.5151097
7.6146609 51.5152172
7.6147966 51.5152739
7.6149322 51.5153392
7.6152796 51.5155038
7.615461 51.5155882
7.6156479 51.5156758
7.615936 51.5158099
7.6161279 51.5159051
7.6163031 51.5159861
7.616769 51.5162088
7.6168743 51.5162592
7.6170427 51.5163397
7.6176192 51.5166148
7.6178028 51.5167023
7.6180992 51.5168393
7.6181749 51.5168737
7.6184035 51.5169653
7.6188307 51.5171087
7.619062 51.5171584
7.6190935 51.5171652
7.6193407 51.5172179
7.6196104 51.51726
7.6198995 51.5173051
7.6200853 51.517332
7.6203204 51.5173661
7.620537 51.5173957
7.6209146 51.5174471
7.6214425 51.5175244
7.6220648 51.5176125
7.6223328 51.517656
7.6224409 51.517668
7.6226349 51.517695
7.6233178 51.5177894
7.6234194 51.5178033
7.6240816 51.5178972
7.6241254 51.5179036
7.6249582 51.5180241
7.6252043 51.5180584
7.6254871 51.5180991
7.6257372 51.5181325
7.6258793 51.5181572
7.6260378 51.51818
7.626451 51.5182384
7.6266231 51.5182623
7.6269038 51.5183011
7.6273836 51.5183679
7.6276116 51.5184066
7.6276566 51.5184141
7.6280569 51.5184605
7.6283647 51.5185034
7.6286315 51.5185414
7.6288977 51.5185793
7.6289513 51.5185867
7.6290315 51.5185979
7.6293061 51.5186364
7.6296162 51.5186799
7.6297131 51.5186911
7.6299131 51.5187193
7.6300542 51.5187387
7.6302421 51.5187664
7.6309175 51.5188681
7.6314077 51.5189342
7.6316576 51.5189682
7.6323984 51.5190705
7.6324435 51.519077
7.6326383 51.5191047
7.6327812 51.519125
7.6328506 51.5191363
7.6322091 51.5199042
7.6316766 51.5205412
7.6311127 51.5212162
7.6305777 51.5218564
7.6316418 51.5222276
7.6326856 51.5225304
7.6333874 51.5227099
7.6341424 51.5228949
7.6343026 51.5229342
7.634356 51.5229491
7.6345483 51.5230015
7.6347017 51.5230405
7.6347479 51.5230509
7.6351042 51.5231299
7.6352401 51.5231618
7.6354424 51.5232122
7.6356061 51.523253
7.6358003 51.5232759
7.6359815 51.5233207
7.6360627 51.52335
7.6361742 51.5233651
7.6362666 51.5233899
7.6363212 51.5234192
7.6363001 51.5234469
7.6362299 51.5235696
7.6361966 51.5236282
7.6361567 51.5236979
7.6360997 51.5238092
7.6358471 51.5243013
7.6355039 51.5249701
7.6351503 51.5256872
7.6349184 51.5261549
7.6348304 51.5263323
7.6347697 51.5264542
7.6347388 51.5265088
7.6348481 51.5265477
7.6349763 51.5265933
7.6350139 51.5266067
7.6351185 51.5266439
7.6352102 51.5266766
7.635692 51.5268791
7.6358803 51.5269585
7.636027 51.5270098
7.636593 51.5272079
7.6370015 51.5273482
7.6370239 51.5273548
7.6370976 51.5273763
7.6373757 51.5274542
7.6376539 51.5275322
7.6381184 51.5276522
7.637432 51.5288927
7.6369621 51.5297423
7.6367241 51.5301724
7.6363848 51.5301313
7.6363801 51.5301513
7.636374 51.5301767
7.6363716 51.5301867
7.6362495 51.5307203
7.6361206 51.531284
7.6359683 51.5319498
7.6359598 51.5319853
7.6348533 51.5318957
7.63477 51.5318796
7.6347072 51.5321919
7.6346483 51.5323494
7.6346091 51.5324542
7.6341867 51.5332637
7.6340288 51.5335226
7.6338595 51.5337998
7.6338383 51.5338337
7.633789 51.5338944
7.6337696 51.5339213
7.6337479 51.5339514
7.6337283 51.5339787
7.6335591 51.5342677
7.6335254 51.5343
7.6334863 51.5344092
7.6334411 51.5344935
7.633425 51.5345237
7.6334148 51.5345455
7.6329843 51.5354648
7.6329681 51.5354982
7.6329559 51.5355229
7.6327925 51.5358593
7.6327757 51.5358938
7.6327522 51.5360537
7.6327331 51.536109
7.6327208 51.5361584
7.6327842 51.5361844
7.6327104 51.5363459
7.6325802 51.5367326
7.6324435 51.5369493
7.632428 51.536974
7.6323686 51.536942
7.6323554 51.5369349
7.6323293 51.5369711
7.6322152 51.5371293
7.6321827 51.5371741
7.6321868 51.5371837
7.6322357 51.5372082
7.6322262 51.5372272
7.6321191 51.53744
7.6318402 51.5381327
7.631799 51.538126
7.6317795 51.5381228
7.6317377 51.5381159
7.631656 51.5383119
7.6315516 51.5385615
7.6315228 51.5386305
7.631463 51.5387735
7.6314033 51.5389167
7.6313642 51.5390102
7.6313407 51.5390606
7.6311846 51.5393931
7.6311215 51.5394076
7.6311765 51.539433
7.6312031 51.5394452
7.6312039 51.5395154
7.6313042 51.5395481
7.6312961 51.5395652
7.6312506 51.5396596
7.6312509 51.5396596
7.6309138 51.540361
7.6309793 51.5403772
7.6311683 51.5404232
7.6311824 51.5404267
7.6313809 51.5405091
7.6314216 51.5405266
7.6315759 51.540619
7.6316435 51.5406606
7.6317742 51.5407321
7.6318471 51.5407724
7.631973 51.5408164
7.6321497 51.5408789
7.6324016 51.5409683
7.6326332 51.5410136
7.632621 51.5410456
7.6326184 51.5410701
7.6326088 51.5411909
7.632556 51.5412834
7.6325311 51.5413895
7.6325753 51.5415229
7.6326273 51.5418315
7.6325978 51.5419029
7.6322784 51.5417958
7.6321987 51.5417843
7.6318656 51.5417194
7.6316776 51.5417159
7.6310092 51.5416203
7.6307252 51.5415981
7.6304361 51.5416403
7.6303472 51.5416397
7.6302086 51.5416387
7.6301079 51.5416287
7.6300742 51.5416279
7.6299134 51.541624
7.6297858 51.5416354
7.6296207 51.5416503
7.6295762 51.5416449
7.6292371 51.5416046
7.6288819 51.5416028
7.6287972 51.5416052
7.6286824 51.5416085
7.6288556 51.5420943
7.6290499 51.5421273
7.6291667 51.5421472
7.6292122 51.5423182
7.6294042 51.5429948
7.6294377 51.5431128
7.6296799 51.5432599
7.6312743 51.5442285
7.632043 51.5446769
7.6333571 51.5454535
7.6333775 51.5454824
7.6334093 51.5455322
7.6334872 51.5456602
7.6334623 51.545757
7.6333507 51.5460649
7.6330511 51.546817
7.6326821 51.5472117
7.6325194 51.5473985
7.6323542 51.5476033
7.6322597 51.5478032
7.6322244 51.548038
7.6322561 51.5481851
7.6322758 51.5482757
7.6324421 51.5486893
7.6324626 51.5489463
7.6324693 51.5490302
7.6324831 51.549138
7.6325144 51.54938
7.6325719 51.5496519
7.6325765 51.5496741
7.6325869 51.5496887
7.6325624 51.5496941
7.6322025 51.5497738
7.6319285 51.5498361
7.6318782 51.5498459
7.6317212 51.5498768
7.6310324 51.5500378
7.6300413 51.5502906
7.6294396 51.5504427
7.6291759 51.5505032
7.6290985 51.5505438
7.628736 51.5507398
7.6283904 51.5509269
7.6283402 51.5509567
7.6280404 51.5511084
7.6274263 51.5514304
7.6268344 51.5517451
7.6267939 51.5517668
7.6261334 51.5521207
7.6260771 51.5521717
7.6253441 51.5519271
7.6247332 51.5517413
7.6247141 51.5517352
7.6242354 51.5515801
7.6241295 51.5515456
7.6235966 51.5513723
7.6233377 51.5512883
7.622973 51.55117
7.6222224 51.5509298
7.6219143 51.5508307
7.6215046 51.5506916
7.6212164 51.5505879
7.6211548 51.5505659
7.6210156 51.5505158
7.6204265 51.5503182
7.6201608 51.5502291
7.6199871 51.5501849
7.6196656 51.5501321
7.619558 51.5501145
7.6193768 51.5500834
7.6186489 51.5499582
7.6186302 51.5499551
7.618323 51.5499113
7.6182771 51.5499095
7.6173816 51.5498733
7.6173609 51.549872
7.6168487 51.5498409
7.6167131 51.5498245
7.616166 51.5497586
7.6156776 51.5496997
7.615264 51.5496803
7.6148921 51.5496489
7.6146866 51.5495271
7.6145938 51.549574
7.6142985 51.5496663
7.6142162 51.5496815
7.6141435 51.549695
7.6140785 51.5497069
7.6131456 51.5496235
7.6124965 51.5495388
7.6121137 51.5494566
7.6118635 51.5493872
7.6119564 51.5493159
7.6121468 51.5490554
7.6120454 51.5490589
7.6119479 51.5490621
7.6118305 51.5490662
7.6118041 51.549067
7.6117304 51.5490695
7.6117057 51.5490703
7.6115881 51.5490744
7.6115013 51.5490773
7.6114138 51.5490803
7.6108708 51.5491939
7.6108359 51.5492012
7.6108186 51.5491687
7.6107356 51.5491682
7.6106802 51.5491328
7.6100877 51.5489262
7.6100377 51.5489088
7.6092423 51.5487827
7.6085486 51.5486263
7.608451 51.5486043
7.6080315 51.5484863
7.6079942 51.5484806
7.6076444 51.5488779
7.6072612 51.5492642
7.6070307 51.5495181
7.6068259 51.5496947
7.6064887 51.5501152
7.6064323 51.5501631
7.6073523 51.5505577
7.6073748 51.5505676
7.6077811 51.5507444
7.6078466 51.5507728
7.607944 51.5508153
7.6079608 51.5508226
7.6079746 51.5508286
7.6080021 51.5508405
7.6078244 51.5509525
7.6074902 51.551163
7.6072644 51.5513049
7.6070832 51.5514189
7.6070528 51.5514381
7.6070141 51.5514624
7.6069937 51.5514752
7.6068779 51.5515481
7.6067996 51.5515973
7.6067584 51.5516232
7.6065625 51.5518991
7.6065466 51.5519149
7.6065309 51.5519308
7.6056792 51.5513209
7.6053404 51.551728
7.6050624 51.5520621
7.6047432 51.5524455
7.6044401 51.5528097
7.6041098 51.5532092
7.6040179 51.5533171
7.6039729 51.5533725
7.6037951 51.5535849
7.6037938 51.5535863
7.6036065 51.5538111
7.6029023 51.5546574
7.6029323 51.5546986
7.6029372 51.5546995
7.6031413 51.5547343
7.6036804 51.5548266
7.6037848 51.5548445
7.6042762 51.5549285
7.6053277 51.5549176
7.6055639 51.5549152
7.6058767 51.5549147
7.6057891 51.5550059
7.605937 51.5550049
7.6069453 51.5549976
7.6067818 51.555592
7.6066309 51.5561404
7.6065337 51.5564941
7.6065094 51.5565823
7.606495 51.5566347
7.6064602 51.5567614
7.6060962 51.5567388
7.6044021 51.5567878
7.6044021 51.556794
7.6044022 51.556806
7.6044018 51.5568501
7.6044017 51.5568774
7.6044016 51.556898
7.6044011 51.5569293
7.6044008 51.5570702
7.6043991 51.5573009
7.60417 51.557323
7.6036944 51.5573409
7.6036801 51.5574708
7.6036733 51.5574936
7.6036352 51.5576223
7.6035228 51.5577264
7.6035434 51.5578588
7.6035928 51.5580994
7.6038901 51.5583767
7.6039297 51.5586897
7.6038872 51.5589218
7.6037867 51.559075
7.6037712 51.5590926
7.6037356 51.5591328
7.603722 51.5591483
7.6036988 51.5591743
7.6039196 51.5593829
7.6041285 51.5595366
7.6041234 51.5598763
7.604122 51.5599683
7.6041166 51.5602022
7.6041034 51.5603461
7.6041458 51.5604854
7.6041262 51.5606569
7.6040772 51.5609182
7.6038221 51.5611845
7.6038058 51.561298
7.6037951 51.561362
7.6038061 51.5614387
7.603811 51.5614731
7.6038159 51.5615625
7.6038226 51.5616941
7.6038092 51.5617623
7.6037782 51.5619194
7.6037745 51.5619284
7.6037742 51.5619387
7.6037545 51.5620323
7.603752 51.5620447
7.6037814 51.562044
7.6038903 51.5620417
7.6039039 51.5619714
7.6039384 51.5620595
7.6040042 51.5622276
7.6040242 51.5623659
7.6040462 51.5624068
7.6040955 51.5624987
7.604223 51.5626327
7.6042465 51.5626548
7.6043544 51.5627559
7.6044622 51.5628569
7.6044742 51.5628683
7.6045506 51.5629397
7.6045958 51.5629822
7.6046182 51.5630047
7.6046833 51.5630703
7.6047244 51.5631117
7.6047654 51.5631531
7.6048312 51.5632194
7.6048968 51.5632856
7.6049623 51.5633515
7.6050278 51.5634177
7.6050687 51.5634589
7.6051096 51.5635
7.6051289 51.5635196
7.6051654 51.5635679
7.6052188 51.5636387
7.6052719 51.5637092
7.6054449 51.5639386
7.6055303 51.5639981
7.6056022 51.5641375
7.6056181 51.5641685
7.6058202 51.5644344
7.6058608 51.5645016
7.605872 51.5645701
7.6058399 51.5646411
7.6057246 51.5647607
7.6057239 51.5647614
7.6057675 51.5648444
7.6058207 51.5649458
7.606114 51.5653125
7.6063397 51.5656815
7.6063515 51.5656983
7.6065711 51.5660608
7.6065316 51.5661194
7.6065605 51.5661944
7.6065113 51.5665226
7.6064207 51.5671302
7.6063951 51.5673322
7.6063905 51.5673685
7.6063801 51.5674507
7.6063387 51.5677363
7.6062821 51.5681364
7.606248 51.5683769
7.6062507 51.5684085
7.6062619 51.5685382
7.605759 51.5685073
7.6054265 51.5684869
7.6047286 51.5684499
7.6045758 51.5684416
7.6043164 51.5684366
7.6041042 51.5684325
7.6038769 51.5684143
7.6037577 51.5684109
7.6036453 51.5683962
7.6034125 51.5683834
7.6030739 51.5683347
7.6027311 51.5682595
7.6024921 51.5682033
7.6024382 51.5681905
7.6022787 51.5681407
7.6018665 51.5680119
7.6009393 51.5677769
7.6008482 51.5677388
7.6007373 51.5677121
7.6006221 51.5676945
7.6005542 51.5676843
7.6005486 51.5675412
7.6005897 51.5673316
7.6006433 51.5671461
7.6007028 51.5669726
7.6007337 51.566883
7.6008101 51.5666289
7.6008547 51.5665145
7.6009582 51.5662705
7.6010149 51.5661059
7.6010718 51.5658736
7.6010942 51.5656734
7.6009894 51.5653243
7.6009694 51.5652576
7.6009222 51.5652469
7.5999802 51.5650329
7.5997175 51.5649732
7.5997195 51.5649615
7.599327 51.5649196
7.597614 51.5648664
7.5967127 51.5650564
7.596201 51.5649708
7.5956398 51.5649369
7.5954093 51.5649945
7.5953258 51.5650061
7.5952411 51.5650178
7.5950017 51.5650058
7.5949269 51.5649767
7.5948873 51.5649615
7.5947124 51.5648934
7.5942026 51.5647933
7.5940797 51.5647866
7.5939687 51.5648102
7.5937885 51.5649001
7.5934729 51.5650041
7.593031 51.5652052
7.5928854 51.5652072
7.5927351 51.5651855
7.5927321 51.5651943
7.592438 51.5651216
7.5921599 51.5651686
7.591974 51.5652912
7.5916829 51.5655099
7.5912954 51.5656736
7.590954 51.5656981
7.5907967 51.5657587
7.5906889 51.565869
7.5906558 51.565953
7.5909538 51.5660229
7.5914178 51.5661562
7.5920669 51.5662775
7.5924378 51.5665796
7.5926732 51.5670618
7.5927174 51.5673087
7.5927192 51.5673193
7.5928238 51.5673579
7.5929702 51.5682416
7.5934067 51.5682826
7.5937048 51.5685596
7.5937401 51.5685985
7.5936258 51.5686176
7.5935819 51.5686297
7.5935004 51.5686518
7.5934817 51.5686601
7.5932455 51.5687633
7.5930232 51.568863
7.5928503 51.5689405
7.5926454 51.5690386
7.592413 51.5691391
7.5921999 51.5692328
7.5919663 51.5693323
7.5917408 51.5694326
7.5915103 51.5695272
7.59129 51.5696202
7.5911091 51.5696864
7.5905343 51.5698875
7.5905687 51.5701423
7.5905722 51.5701693
7.5905989 51.5705274
7.5906126 51.5707768
7.5906137 51.5709255
7.5906209 51.5710214
7.5906273 51.5711114
7.5906382 51.5712651
7.5906622 51.5714313
7.5906655 51.5714544
7.590668 51.571472
7.59067 51.5714861
7.5907023 51.5717091
7.5906942 51.5718234
7.5906934 51.5722364
7.591439 51.5725662
7.5914893 51.5725885
7.5915386 51.5726104
7.591748 51.5726964
7.5919186 51.5727626
7.5919591 51.5727784
7.5921755 51.5729158
7.5922687 51.5729999
7.5923132 51.5730466
7.5924132 51.5731484
7.5925884 51.5733202
7.5927121 51.5734023
7.5929218 51.5735417
7.5929685 51.5735574
7.5930907 51.5735984
7.593295 51.573667
7.5936684 51.5736971
7.5937514 51.5736924
7.5939703 51.5736798
7.5945284 51.5737427
7.5948042 51.5737534
7.5952784 51.5737717
7.5956741 51.5737903
7.5959136 51.5738696
7.5959718 51.5738903
7.5961622 51.5739967
7.596275 51.5740873
7.5962922 51.5741327
7.5963238 51.5742109
7.5963396 51.5742505
7.5965131 51.5745451
7.5966978 51.5748863
7.5968755 51.575231
7.5969786 51.5754464
7.5972328 51.5759481
7.5972498 51.5759567
7.5972418 51.5759759
7.5972804 51.5761307
7.5972399 51.5762419
7.5971477 51.5764112
7.5969879 51.5764156
7.5967612 51.5763898
7.5963168 51.5764099
7.5962939 51.5764109
7.5962534 51.5767419
7.5962747 51.5771142
7.5962607 51.577517
7.5962376 51.5777145
7.5962381 51.5777333
7.5961992 51.5777315
7.5960064 51.5777119
7.595906 51.5777011
7.595894 51.5777111
7.595605 51.5778455
7.5944405 51.5783863
7.5942159 51.5785018
7.5941339 51.5785597
7.5938054 51.5787957
7.5931384 51.5793021
7.5930682 51.5793791
7.5928917 51.5795154
7.5927116 51.5796739
7.592643 51.5797695
7.5924265 51.5800147
7.5922529 51.5802114
7.5921632 51.5803131
7.5919294 51.5805643
7.591918 51.580591
7.5919058 51.5806047
7.5918769 51.5806252
7.5918245 51.5806625
7.5918065 51.5806783
7.5917329 51.5807847
7.591633 51.5809193
7.5915408 51.5810353
7.5915183 51.5810638
7.5909596 51.5817747
7.5909455 51.5818043
7.5906329 51.5824613
7.5906164 51.5824957
7.5904 51.582907
7.5903457 51.5830108
7.590328 51.5830778
7.5903142 51.583174
7.5902874 51.5831643
7.5900184 51.5830933
7.5893406 51.5829144
7.5888301 51.5827797
7.5879484 51.5825471
7.5879246 51.5825798
7.5876946 51.5825577
7.5875152 51.5825115
7.586691 51.5822988
7.5866052 51.5822767
7.5864436 51.5822349
7.5864175 51.5822282
7.5860401 51.5821308
7.5859294 51.5821023
7.5856269 51.5820241
7.5822068 51.5811413
7.5822032 51.5811403
7.5821542 51.5811663
7.5819171 51.5821302
7.5818359 51.5824598
7.5818009 51.582602
7.5817891 51.5826513
7.5817781 51.5826973
7.5816866 51.5830806
7.5815467 51.5836664
7.5815077 51.5836621
7.581443 51.5836549
7.5814178 51.5836521
7.5794218 51.5833891
7.5790976 51.5833463
7.5773725 51.5831209
7.5773248 51.5831243
7.5773884 51.5834633
7.5773387 51.583467
7.576436 51.5835369
7.5762235 51.5835601
7.5760851 51.5835814
7.5758061 51.5836444
7.5755623 51.5836995
7.5754966 51.58371
7.5753318 51.5837273
7.5748461 51.5837723
7.5743029 51.5838206
7.5741081 51.5838359
7.5737471 51.5838439
7.5719314 51.583914
7.5699526 51.5841028
7.5698742 51.5840646
7.5698897 51.5841724
7.5699149 51.5843476
7.5699222 51.5843986
7.5699658 51.5847026
7.5699879 51.5847548
7.5703709 51.5856258
7.570393 51.585676
7.5704202 51.585738
7.5702759 51.5857904
7.5702493 51.5858
7.5702444 51.5858018
7.5701745 51.5857595
7.5694334 51.5856819
7.5677976 51.5855103
7.5669592 51.5854224
7.5637937 51.5848877
7.5637501 51.5848861
7.5630996 51.5865632
7.563072 51.5866345
7.5630237 51.586759
7.5629811 51.5867546
7.5624198 51.5866966
7.5618471 51.5866375
7.5615451 51.5866062
7.5611451 51.5865649
7.5604392 51.5864918
7.560105 51.5864619
7.5597368 51.5864289
7.559667 51.5864206
7.5591873 51.5863637
7.5590303 51.5863451
7.5583154 51.5862605
7.5581153 51.5862343
7.5580303 51.586223
7.5577706 51.5861891
7.5576041 51.5861649
7.5575883 51.5861626
7.5574834 51.5861474
7.5574531 51.586143
7.5574326 51.5861401
7.5572466 51.5861132
7.5564297 51.5859921
7.5554806 51.5858222
7.5552035 51.5857658
7.5549346 51.585711
7.5548397 51.5856917
7.5545897 51.5856401
7.5544075 51.5856025
7.5541793 51.5855555
7.5540565 51.5855293
7.5534946 51.5854104
7.5531877 51.5853444
7.5528088 51.5852632
7.5521354 51.5851039
7.5514687 51.5849339
7.5508088 51.5847553
7.5501282 51.5845594
7.5499998 51.584522
7.5498034 51.5844648
7.5497106 51.5844378
7.549538 51.5843875
7.5495047 51.5843777
7.5492899 51.5843143
7.5492267 51.5842956
7.5487593 51.5841536
7.5480846 51.583949
7.5473897 51.583741
7.5467155 51.583544
7.5459721 51.5833266
7.5459186 51.5833108
7.5458773 51.5832989
7.545754 51.5832793
7.545703 51.5832712
7.5456559 51.5832638
7.5455597 51.583236
7.5455502 51.5832282
7.545437 51.5831638
7.5453727 51.5831436
7.5446755 51.5829362
7.5440401 51.5827472
7.5430272 51.5824183
7.5426356 51.5822901
7.5424166 51.5822184
7.5423823 51.5822072
7.5417753 51.5820108
7.5410134 51.5817685
7.5408984 51.5817318
7.5408653 51.5817214
7.5408121 51.5817049
7.5404091 51.5815795
7.5403374 51.5815571
7.5398113 51.5813933
7.5391612 51.5811909
7.5383638 51.5809584
7.537765 51.5807838
7.5370619 51.5805788
7.5369232 51.5805384
7.5369054 51.5805423
7.5368425 51.580513
7.5367246 51.5804582
7.5366351 51.58044
7.5363871 51.5803893
7.5362844 51.5803606
7.5362384 51.5803478
7.5361765 51.5803305
7.5359446 51.5803309
7.5359595 51.5803007
7.5352297 51.5800967
7.5344712 51.5798832
7.5344519 51.5798775
7.5343998 51.5798623
7.5342983 51.5798327
7.5342885 51.5798401
7.5341793 51.57978
7.5333046 51.5795464
7.5331415 51.5795073
7.5327786 51.5794205
7.5324779 51.5793481
7.5319149 51.5791754
7.5314512 51.5790492
7.5312814 51.5790029
7.5306383 51.5788381
7.5299633 51.5786838
7.5297439 51.5786405
7.5292876 51.5785504
7.5285686 51.5784205
7.5279591 51.5783203
7.5268641 51.5781677
7.5268399 51.5781644
7.5267103 51.5781363
7.5265551 51.5781022
7.526494 51.578089
7.526405 51.57807
7.5263743 51.5780712
7.5261754 51.5780787
7.5261328 51.5780763
7.5260837 51.5780739
7.5260664 51.5780731
7.5258084 51.5780598
7.5255855 51.5780484
7.5248481 51.5780091
7.5246599 51.5780051
7.5242792 51.5779969
7.5241144 51.5779934
7.5233967 51.577988
7.522665 51.5779854
7.5219352 51.5779907
7.5212057 51.5779967
7.520657 51.5780026
7.5204819 51.5780045
7.51974 51.5780126
7.5190979 51.5780277
7.5182363 51.5780532
7.5175706 51.5780738
7.5172906 51.5780825
7.5166425 51.5781027
7.5159614 51.5781237
7.5159805 51.5781655
7.5161461 51.5785289
7.5161629 51.5785658
7.516179 51.5786011
7.5159889 51.5785921
7.5146721 51.5786438
7.5137575 51.5786798
7.5128504 51.5787155
7.5119791 51.5787525
7.5119768 51.5787526
7.5111912 51.5788021
7.5111732 51.5788033
7.5111148 51.5788037
7.5107453 51.5787901
7.5106938 51.5787725
7.5106629 51.5787444
7.5106179 51.5787549
7.5105922 51.5787609
7.5105266 51.5788006
7.5104846 51.5788551
7.5096649 51.5789299
7.5089933 51.578959
7.5085487 51.5789782
7.5083991 51.5789846
7.5081085 51.5789972
7.5078884 51.5789804
7.5072924 51.5789802
7.5065571 51.5789884
7.5056792 51.5790011
7.5056177 51.579002
7.5055744 51.5790026
7.5054604 51.5790115
7.5053193 51.5790225
7.505203 51.5790249
7.5049926 51.5790293
7.5046527 51.5790365
7.5044272 51.5790412
7.504311 51.5790436
7.5039914 51.5790503
7.5035158 51.5790601
7.5032826 51.5790636
7.5031767 51.5790652
7.502839 51.5790702
7.5028233 51.5791456
7.5027728 51.5793875
7.5027608 51.5794442
7.502695 51.579731
7.5026302 51.5797552
7.5025688 51.5797781
7.5025057 51.5798016
7.5023725 51.5799437
7.5023299 51.580207
7.5023266 51.5802269
7.5022745 51.5805493
7.5022555 51.5806662
7.5022265 51.5808456
7.5022343 51.5808821
7.5022452 51.5809334
7.5026044 51.5812891
7.5026749 51.5814341
7.5028119 51.5818141
7.502952 51.5822029
7.5029576 51.582218
7.5029842 51.5822875
7.5031349 51.5826838
7.5031388 51.5826948
7.503187 51.5828436
7.5032118 51.5829199
7.5032324 51.5829834
7.5032366 51.5829967
7.5033825 51.5833876
7.5035939 51.583955
7.5038373 51.5846077
7.5039874 51.5850103
7.5039988 51.5850455
7.5040335 51.5851512
7.5040585 51.5852273
7.5040755 51.5852791
7.5040919 51.5853325
7.5041097 51.585385
7.5041356 51.5854642
7.5041487 51.5855041
7.5040965 51.5856567
7.5039936 51.5859576
7.5039688 51.5860304
7.5039602 51.5860554
7.5039341 51.5861104
7.5038157 51.5861744
7.5036888 51.5861865
7.5036626 51.5861919
7.5025309 51.5863211
7.5020512 51.5863759
7.5019783 51.5863842
7.5019216 51.5863811
7.5019017 51.58638
7.5016673 51.5862826
7.5016539 51.5863053
7.5016288 51.5863512
7.5011508 51.5872259
7.501012 51.5874802
7.5009765 51.587545
7.5007505 51.5879585
7.50037 51.5886548
7.4999401 51.5893203
7.4996303 51.5897999
7.4992465 51.589711
7.4987096 51.5906029
7.4988274 51.5906344
7.4988671 51.5906451
7.4988505 51.590673
7.4988298 51.590708
7.49882 51.5907246
7.4988057 51.5907458
7.4984863 51.5912388
7.4984523 51.5912914
7.4981781 51.5917297
7.4979592 51.5922443
7.4964533 51.5922097
7.4963123 51.5922072
7.4959621 51.5922008
7.4955894 51.5922043
7.4953694 51.5922228
7.4946906 51.5922799
7.4930867 51.5923653
7.4926443 51.5923888
7.4923787 51.5923986
7.4922222 51.5924044
7.4914728 51.5924319
7.4913815 51.5924352
7.4909915 51.5924413
7.490781 51.5924749
7.4905981 51.5924827
7.4903734 51.592492
7.4901247 51.5924842
7.4898561 51.592476
7.4897091 51.5924439
7.4895457 51.5924087
7.4893614 51.5923547
7.4892461 51.5923209
7.4890825 51.592273
7.4886972 51.5921603
7.4885393 51.592114
7.4884771 51.5920957
7.48842 51.5920747
7.4879655 51.5919078
7.487421 51.5917076
7.4873688 51.5916884
7.4872482 51.5916452
7.4866444 51.5914128
7.4865568 51.591381
7.4857588 51.591091
7.4855257 51.591012
7.4848874 51.590848
7.4838811 51.5906646
7.4837087 51.590633
7.4831891 51.5905189
7.4828202 51.5904379
7.4827467 51.59042
7.4825665 51.5903764
7.4824153 51.5903398
7.4822087 51.5902897
7.4818262 51.5901726
7.4818043 51.5901698
7.4811593 51.5900281
7.4808727 51.5899651
7.4807092 51.5899291
7.4806833 51.5899234
7.480406 51.5898628
7.4801834 51.5898167
7.4793373 51.5896419
7.4785491 51.5894622
7.4781881 51.589386
7.4779678 51.5893593
7.4778733 51.5895759
7.4776195 51.5896413
7.4776674 51.5898495
7.477556 51.5900118
7.4771723 51.5901091
7.4769871 51.5904008
7.4767851 51.5903866
7.4765922 51.5904867
7.4765351 51.5905163
7.4764489 51.5905527
7.4764386 51.5905664
7.4763439 51.5906156
7.4763221 51.5906278
7.4761792 51.590707
7.4761113 51.5907446
7.4760896 51.5907284
7.4758154 51.5904635
7.4756033 51.5902996
7.4755472 51.5902603
7.4752262 51.590035
7.4751341 51.5899703
7.4750764 51.5899296
7.4748353 51.5897596
7.4745825 51.5895804
7.4744777 51.5895061
7.4743689 51.5894289
7.474208 51.5893148
7.4740153 51.589178
7.4733365 51.5887037
7.4731925 51.588603
7.4731569 51.5885782
7.4729045 51.5884017
7.4724944 51.5881181
7.4724855 51.588112
7.4719388 51.5877359
7.4718394 51.5876674
7.4717719 51.5876209
7.4710382 51.5871152
7.4710376 51.5871148
7.4709945 51.5871473
7.4709266 51.5871984
7.4705669 51.5874689
7.47008 51.5873307
7.4698473 51.5872648
7.4695418 51.5871782
7.468806 51.5879872
7.4687821 51.5880135
7.4687508 51.588047
7.4686411 51.5881647
7.4681253 51.5887171
7.4680299 51.5888279
7.468015 51.5887788
7.4680071 51.5887528
7.4679905 51.5886979
7.4676887 51.5879754
7.4676128 51.5877935
7.4675438 51.5876283
7.4674058 51.5872978
7.467235 51.5868924
7.4671926 51.5868758
7.4671528 51.5868603
7.467119 51.5868471
7.4670404 51.5868164
7.466899 51.5867893
7.4668823 51.5867847
7.4668279 51.5867756
7.4667155 51.5866969
7.4662653 51.5863815
7.4661768 51.5863196
7.4660881 51.5862574
7.4659804 51.586182
7.4656032 51.5859177
7.4655864 51.5858374
7.4655844 51.5858265
7.4655782 51.5858369
7.4655733 51.5858455
7.465567 51.5858549
7.465403 51.5861193
7.4648975 51.5861315
7.4645773 51.5860659
7.464468 51.5860435
7.464327 51.5859886
7.4640973 51.5858992
7.4640752 51.5858905
7.4640544 51.5858824
7.4639879 51.5858505
7.4639381 51.5858265
7.463893 51.5858155
7.4637493 51.5857803
7.4634408 51.5855529
7.4631269 51.5853133
7.4630837 51.5852854
7.4628997 51.5851675
7.4627354 51.5850652
7.4627174 51.585054
7.4627015 51.585044
7.4626798 51.5850306
7.4626791 51.5850302
7.4626316 51.5850098
7.462347 51.5848796
